C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7    
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30009
6922  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30015
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30022
6924  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30028
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30035
6926  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30041
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30048
6928  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30054
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30061
692A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30067
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30074
692C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30080
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30087
692E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30093
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30100
6930  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30106
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30113
6932  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30119
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30126
6934  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30132
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30139
6936  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30145
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30152
6938  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30158
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30165
693A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30171
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30178
693C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30184
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30191
693E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30197
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30204
6940  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30210
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30217
6942  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30223
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30230
6944  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30236
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30243
6946  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30249
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30256
6948  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30262
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30269
694A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30275
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30282
694C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30288
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30295
694E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30301
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30308
6950  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30314
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30321
6952  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30327
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30334
6954  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30340
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30347
6956  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30353
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30360
6958  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30366
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30373
695A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30379
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30386
695C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30392
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30399
695E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30405
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30412
6960  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30418
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30425
6962  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30431
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30438
6964  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30444
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30451
6966  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30457
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30464
6968  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30470
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30477
696A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30483
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30490
696C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30496
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30503
696E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30509
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30516
6970  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30522
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30529
6972  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30535
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30542
6974  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30548
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30555
6976  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30561
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30568
6978  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30574
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30581
697A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30587
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30594
697C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30600
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30607
697E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30613
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30620
6980  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30626
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30633
6982  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30639
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30646
6984  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30652
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30659
6986  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30665
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30672
6988  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30678
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30685
698A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30691
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30698
698C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30704
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30711
698E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30717
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30724
6990  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30730
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30737
6992  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30743
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30750
6994  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30756
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30763
6996  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30769
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30776
6998  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30782
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30789
699A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30795
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30802
699C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30808
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30815
699E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30821
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30828
69A0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30834
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30841
69A2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30847
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30854
69A4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30860
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30867
69A6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30873
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30880
69A8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30886
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30893
69AA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30899
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30906
69AC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30912
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30919
69AE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30925
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30932
69B0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30938
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30945
69B2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30951
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30958
69B4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30964
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30971
69B6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30977
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30984
69B8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:30990
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:30997
69BA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31003
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31010
69BC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31016
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31023
69BE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31029
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31036
69C0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31042
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31049
69C2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31055
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31062
69C4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31068
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31075
69C6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31081
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31088
69C8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31094
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31101
69CA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31107
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31114
69CC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31120
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31127
69CE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31133
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31140
69D0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31146
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31153
69D2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31159
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31166
69D4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31172
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31179
69D6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31185
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31192
69D8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31198
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31205
69DA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31211
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31218
69DC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31224
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31231
69DE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31237
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31244
69E0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31250
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31257
69E2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31263
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31270
69E4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31276
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31283
69E6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31289
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31296
69E8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31302
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31309
69EA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31315
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31322
69EC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31328
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31335
69EE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31341
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31348
69F0  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31354
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31361
69F2  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31367
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31374
69F4  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31380
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31387
69F6  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31393
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31400
69F8  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31406
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31413
69FA  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31419
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31426
69FC  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31432
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31439
69FE  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31445
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31452
6A00  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31458
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31465
6A02  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31471
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31478
6A04  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31484
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31491
6A06  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31497
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31504
6A08  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31510
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31517
6A0A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31523
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31530
6A0C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31536
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31543
6A0E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31549
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31556
6A10  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31562
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31569
6A12  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31575
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31582
6A14  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31588
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31595
6A16  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31601
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31608
6A18  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31614
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31621
6A1A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31627
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31634
6A1C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31640
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31647
6A1E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31653
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31660
6A20  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31666
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31673
6A22  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31679
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31686
6A24  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31692
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31699
6A26  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31705
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31712
6A28  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31718
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31725
6A2A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31731
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31738
6A2C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31744
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31751
6A2E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31757
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31764
6A30  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31770
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31777
6A32  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31783
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31790
6A34  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31796
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31803
6A36  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31809
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31816
6A38  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31822
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31829
6A3A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31835
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31842
6A3C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31848
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31855
6A3E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31861
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31868
6A40  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31874
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31881
6A42  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31887
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31894
6A44  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31900
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31907
6A46  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31913
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31920
6A48  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31926
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31933
6A4A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31939
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31946
6A4C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31952
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31959
6A4E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31965
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31972
6A50  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31978
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31985
6A52  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:31991
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:31998
6A54  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32004
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32011
6A56  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32017
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32024
6A58  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32030
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32037
6A5A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32043
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32050
6A5C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32056
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32063
6A5E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32069
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32076
6A60  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32082
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32089
6A62  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32095
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32102
6A64  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32108
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32115
6A66  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32121
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32128
6A68  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32134
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32141
6A6A  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32147
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32154
6A6C  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32160
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32167
6A6E  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32173
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32180
6A70  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32186
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32193
6A72  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32199
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32206
6A74  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32212
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32219
6A76  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32225
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32232
6A78  00        BRK                             A:00 X:03 Y:78 P:27 SP:02 CYC:32238
C5F4  40        RTI                             A:00 X:03 Y:78 P:07 SP:FF CYC:32245
